0.1|False|attention|0.6972303261227888
0.3|False|attention|0.6842771449361396
0.5|False|attention|0.6471612990716226
0.7|False|attention|0.43793178292363377
0.9|False|attention|0.03700662326322286
0.92|False|attention|0.02210209910250937
0.94|False|attention|0.013694989047062895
0.96|False|attention|-0.14322552400802474
0.98|False|attention|-0.14999668376318273
1.0|False|attention|-1.0
0.1|True|attention|0.69596078574382
0.3|True|attention|0.6863902779294636
0.5|True|attention|0.6482438895879653
0.7|True|attention|0.4636509040894824
0.9|True|attention|0.04641181077794315
0.92|True|attention|0.021206080973363163
0.94|True|attention|-0.028796909863448895
0.96|True|attention|-0.14363063949956323
0.98|True|attention|-0.2994949494949495
1.0|True|attention|-0.6999458874458874
0.1|True|importance|0.6957520143441773
0.3|True|importance|0.6858393610714181
0.5|True|importance|0.6472257652120901
0.7|True|importance|0.469400475269396
0.9|True|importance|0.05120823251746911
0.92|True|importance|0.030732036302329735
0.94|True|importance|0.025364460780287285
0.96|True|importance|-0.034982583337147294
0.98|True|importance|-0.03618518607258524
1.0|True|importance|-1.0
0.1|True|d2nn|0.6978766916681893
0.3|True|d2nn|0.6864598358202858
0.5|True|d2nn|0.6540679323873301
0.7|True|d2nn|0.5066760490867157
0.9|True|d2nn|0.03768031589759373
0.92|True|d2nn|0.03334208810133486
0.94|True|d2nn|-0.030665497333401143
0.96|True|d2nn|-0.09170485973867111
0.98|True|d2nn|-0.14182415285863562
1.0|True|d2nn|-0.14536621826077784
#duplication=5
0.1|True|attention|0.6958523337235988
0.3|True|attention|0.6857542869440477
0.5|True|attention|0.6534351125219119
0.7|True|attention|0.5240365736306295
0.9|True|attention|0.07203228565024092
0.92|True|attention|0.058672413990156456
0.94|True|attention|0.041473814021050256
0.96|True|attention|-0.018111059707021867
0.98|True|attention|-0.07519821170381857
1.0|True|attention|-0.2356528763817165
0.1|True|importance|0.694953941500911
0.3|True|importance|0.6860363644113716
0.5|True|importance|0.6607418081414385
0.7|True|importance|0.5728399629066907
0.9|True|importance|0.09654373560588954
0.92|True|importance|0.06028952349094134
0.94|True|importance|0.04598478461188531
0.96|True|importance|0.06438889863036515
0.98|True|importance|0.054417763549517696
1.0|True|importance|-0.22692967409948542
0.1|True|d2nn|0.6976606078157775
0.3|True|d2nn|0.688523156358287
0.5|True|d2nn|0.670077817508684
0.7|True|d2nn|0.5956446355428293
0.9|True|d2nn|0.14413416892234682
0.92|True|d2nn|0.10528744089488715
0.94|True|d2nn|0.08558823307403264
0.96|True|d2nn|0.07779858020286554
0.98|True|d2nn|0.0597712485716582
1.0|True|d2nn|0.06139573473209624
#duplication=20
0.1|True|attention|0.6956063241063781
0.3|True|attention|0.6868278671802667
0.5|True|attention|0.6609743943629877
0.7|True|attention|0.5725260335386004
0.9|True|attention|0.14079024058630757
0.92|True|attention|0.10163569241465083
0.94|True|attention|0.07408980187489042
0.96|True|attention|0.04757404535992735
0.98|True|attention|-0.05745939512140312
1.0|True|attention|-0.12864142761321745
0.1|True|importance|0.6962764303172961
0.3|True|importance|0.687911975941981
0.5|True|importance|0.6676899039684305
0.7|True|importance|0.5777159384457209
0.9|True|importance|0.227824139542451
0.92|True|importance|0.15341120017222226
0.94|True|importance|0.07743252999258886
0.96|True|importance|0.07454043734278269
0.98|True|importance|0.09155786650805464
1.0|True|importance|0.062008517962467355
0.1|True|d2nn|0.6979747260669343
0.3|True|d2nn|0.6924342040495861
0.5|True|d2nn|0.679984784869873
0.7|True|d2nn|0.6369266704362703
0.9|True|d2nn|0.39601057405332696
0.92|True|d2nn|0.33430309183971485
0.94|True|d2nn|0.2780486551444913
0.96|True|d2nn|0.2204768763451001
0.98|True|d2nn|0.17750529311949065
1.0|True|d2nn|0.1519326424534611
#duplication=32
