0.1|False|attention|0.6976628708837217
0.3|False|attention|0.6976402220443749
0.5|False|attention|0.6914322635727909
0.7|False|attention|0.6749710283719212
0.9|False|attention|0.496814645808522
0.92|False|attention|0.4021701600715499
0.94|False|attention|0.2677144024471607
0.96|False|attention|0.11539997486004068
0.98|False|attention|0.03179227986358274
1.0|False|attention|-1.0
0.1|True|attention|0.6957417126720314
0.3|True|attention|0.6675833407650803
0.5|True|attention|0.567395003330991
0.7|True|attention|0.12459961608286632
0.9|True|attention|-0.13901849490976365
0.92|True|attention|-0.4471418732782369
0.94|True|attention|-0.65
0.96|True|attention|-0.8
0.98|True|attention|-0.95
1.0|True|attention|-1.0
0.1|True|importance|0.6934101969621989
0.3|True|importance|0.6683011440847652
0.5|True|importance|0.5745715162440721
0.7|True|importance|0.12327821905825875
0.9|True|importance|-0.03415579985170878
0.92|True|importance|-0.29520884520884516
0.94|True|importance|-0.65
0.96|True|importance|-0.95
0.98|True|importance|-1.0
1.0|True|importance|-1.0
0.1|True|d2nn|0.6948699864337554
0.3|True|d2nn|0.6698999827090683
0.5|True|d2nn|0.5769489088358396
0.7|True|d2nn|0.15141728919593206
0.9|True|d2nn|-0.0868675435927151
0.92|True|d2nn|-0.2895376623376623
0.94|True|d2nn|-0.5441287878787879
0.96|True|d2nn|-0.85
0.98|True|d2nn|-1.0
1.0|True|d2nn|-1.0
#duplication=5
0.1|True|attention|0.6938530244210618
0.3|True|attention|0.6706799618826004
0.5|True|attention|0.594398328332393
0.7|True|attention|0.18083129019429622
0.9|True|attention|0.022642162322503986
0.92|True|attention|-0.24148647808130566
0.94|True|attention|-0.599793388429752
0.96|True|attention|-0.8
0.98|True|attention|-0.85
1.0|True|attention|-1.0
0.1|True|importance|0.6949366627445586
0.3|True|importance|0.671439648015518
0.5|True|importance|0.5925810856348998
0.7|True|importance|0.17923306048854276
0.9|True|importance|-0.018149744165326352
0.92|True|importance|-0.02671993039640098
0.94|True|importance|-0.08312808497344579
0.96|True|importance|-0.4979797979797979
0.98|True|importance|-1.0
1.0|True|importance|-1.0
0.1|True|d2nn|0.6977292837975536
0.3|True|d2nn|0.6764546530954537
0.5|True|d2nn|0.6110645692125222
0.7|True|d2nn|0.25239283603571827
0.9|True|d2nn|0.07324007477623352
0.92|True|d2nn|0.06121570408135294
0.94|True|d2nn|0.04501016748691665
0.96|True|d2nn|0.04693510575479526
0.98|True|d2nn|0.02564078274373736
1.0|True|d2nn|-0.027144122225315148
#duplication=20
0.1|True|attention|0.6951715432031323
0.3|True|attention|0.6728841902074079
0.5|True|attention|0.592015315260782
0.7|True|attention|0.18977101330506163
0.9|True|attention|0.03181006493506494
0.92|True|attention|-0.24427286464825163
0.94|True|attention|-0.6994318181818182
0.96|True|attention|-0.75
0.98|True|attention|-0.95
1.0|True|attention|-1.0
0.1|True|importance|0.6939377616781589
0.3|True|importance|0.6727591392478744
0.5|True|importance|0.6018711894212873
0.7|True|importance|0.18938782883965138
0.9|True|importance|-0.032829767518995696
0.92|True|importance|0.03264424175440382
0.94|True|importance|-0.08051670069589681
0.96|True|importance|-0.3946203440234339
0.98|True|importance|-0.9
1.0|True|importance|-1.0
0.1|True|d2nn|0.6950489211245263
0.3|True|d2nn|0.6745696351634175
0.5|True|d2nn|0.6069756411491652
0.7|True|d2nn|0.25104788305375086
0.9|True|d2nn|0.06197417245956231
0.92|True|d2nn|0.06120226999351812
0.94|True|d2nn|0.056467996842520206
0.96|True|d2nn|0.036940811664456355
0.98|True|d2nn|0.03268977638110314
1.0|True|d2nn|-0.027144122225315148
#duplication=32
